120107,JUNIN,HUANCAYO,CHILCA,112852,CHILCA,-75.20818926000,-12.08636087000
220503,SAN MARTIN,LAMAS,BARRANQUITA,122316,BARRANQUITA,-76.03299352000,-6.25196002000
060508,CAJAMARCA,CONTUMAZA,YONAN,120492,TEMBLADERA,-79.13076819000,-7.25313173000
060503,CAJAMARCA,CONTUMAZA,CUPISNIQUE,129324,TRINIDAD,-79.03002337000,-7.34899788000
060504,CAJAMARCA,CONTUMAZA,GUZMANGO,129680,GUZMANGO,-78.89633605000,-7.38497515000
050806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,131849,OYOLO,-73.18506486000,-15.17916136000
050609,AYACUCHO,LUCANAS,LEONCIO PRADO,127536,TAMBO QUEMADO,-74.67022572000,-14.72854596000
010303,AMAZONAS,BONGARA,CHURUJA,118940,CHURUJA,-77.95208869000,-6.01961562000
150202,LIMA,BARRANCA,PARAMONGA,113366,PARAMONGA,-77.81871382000,-10.67428758000
020906,ANCASH,CORONGO,YANAC,114764,YANAC,-77.86448440000,-8.61867293000
021505,ANCASH,PALLASCA,HUANDOVAL,130398,HUANDOVAL,-77.97502077000,-8.33098615000
060406,CAJAMARCA,CHOTA,CHOROPAMPA,682425,CHOROPAMPA,-78.41159380000,-6.37150776000
090206,HUANCAVELICA,ACOBAMBA,PAUCARA,110267,PAUCARA,-74.66610564000,-12.72993379000
210607,PUNO,HUANCANE,TARACO,116907,TARACO,-69.97826227000,-15.29770679000
